INDEX,FLIGHTDATE,FLIGHTNO,ORIGIN,ORIGIN_STATION,ORIGINOBSERVATIONTIME,STATION,DATE,REPORT_TYPE,ORIGIN_UA_OBS,VIS_METERS
3608,20190227,1244,TUS,72274023160,2019-02-27 12:53:00+00:00,72274023160,2019-02-27 12:53:00+00:00,FM-15,MET09502/27/19 05:53:02 METAR KTUS 271253Z 14004KT 10SM CLR 11/05 A3012 RMK AO2 SLP176 T01060050 (SP),16093.0
3703,20190227,441,BNA,72327013897,2019-02-27 12:53:00+00:00,72327013897,2019-02-27 12:53:00+00:00,FM-15,MET10502/27/19 06:53:02 METAR KBNA 271253Z 00000KT 10SM BKN055 BKN250 05/01 A3018 RMK AO2 SLP222 T00500011 (CC),16093.0
3661,20190227,1768,MCO,72205012815,2019-02-27 12:53:00+00:00,72205012815,2019-02-27 12:53:00+00:00,FM-15,MET10502/27/19 07:53:02 METAR KMCO 271253Z 00000KT 10SM FEW017 FEW250 19/17 A3017 RMK AO2 SLP213 T01890172 (RK),16093.0
3710,20190227,625,MEM,72334013893,2019-02-27 12:54:00+00:00,72334013893,2019-02-27 12:54:00+00:00,FM-15,MET09802/27/19 06:54:02 METAR KMEM 271254Z 11003KT 10SM BKN080 09/05 A3016 RMK AO2 SLP211 T00940050 (SL),16093.0
3624,20190227,1254,BOS,72509014739,2019-02-27 12:54:00+00:00,72509014739,2019-02-27 12:54:00+00:00,FM-15,MET11402/27/19 07:54:02 METAR KBOS 271254Z 30011KT 10SM FEW140 FEW200 BKN250 M10/M24 A3045 RMK AO2 SLP308 T11001244 (DH),16093.0
3715,20190227,1791,JAX,72206013889,2019-02-27 12:56:00+00:00,72206013889,2019-02-27 12:56:00+00:00,FM-15,MET10502/27/19 07:56:02 METAR KJAX 271256Z 00000KT 10SM SCT060 BKN250 17/16 A3017 RMK AO2 SLP217 T01720161 (JY),16093.0
3625,20190227,1901,GUA,91218041414,2019-02-27 13:00:00+00:00,91218041414,2019-02-27 12:57:00+00:00,FM-15,MET09102/27/19 22:57:02 METAR PGUA 271257Z 11010KT 10SM SCT015 25/22 A2993 RMK SLP126 T02530222 $,16093.0
3584,20190227,1008,BOG,80222099999,2019-02-27 13:00:00+00:00,80222099999,2019-02-27 13:00:00+00:00,FM-15,MET068METAR SKBO 271300Z 01005KT 9000 4000NW HZ SCT010 BKN070 12/09 A3036=,9000.0
3676,20190227,1599,YYC,71877099999,2019-02-27 13:00:00+00:00,71877099999,2019-02-27 13:00:00+00:00,FM-15,MET067METAR CYYC 271300Z 21002KT 15SM SKC M18/M23 A3012 RMK FROIN SLP294=,24140.0
3586,20190227,786,TUL,72356013968,2019-02-27 13:13:00+00:00,72356013968,2019-02-27 13:13:00+00:00,FM-16,MET14202/27/19 07:13:02 SPECI KTUL 271313Z 36012KT 1 1/2SM -FZDZ OVC008 M01/M02 A3019 RMK AO2 RAE00FZRAB00E12FZDZB12SNE00 P0000 I1000 T10061017 (JA),2414.0
3564,20190227,748,ORD,72530094846,2019-02-27 13:16:00+00:00,72530094846,2019-02-27 13:16:00+00:00,FM-16,MET09902/27/19 07:16:02 SPECI KORD 271316Z 00000KT 7SM BKN024 OVC034 M04/M07 A3013 RMK AO2 T10391072 (JD),11265.0
3577,20190227,2231,ORD,72530094846,2019-02-27 13:16:00+00:00,72530094846,2019-02-27 13:16:00+00:00,FM-16,MET09902/27/19 07:16:02 SPECI KORD 271316Z 00000KT 7SM BKN024 OVC034 M04/M07 A3013 RMK AO2 T10391072 (JD),11265.0
3642,20190227,1467,SAL,83248099999,2019-02-27 13:19:00+00:00,83248099999,2019-02-27 13:00:00+00:00,FM-15,MET059METAR SBSV 271300Z 02006KT 340V070 9999 SCT023 32/23 Q1014=,9999.0
3665,20190227,4,LHR,03772099999,2019-02-27 13:20:00+00:00,03772099999,2019-02-27 13:20:00+00:00,FM-15,MET071METAR COR EGLL 271320Z AUTO 21004KT 120V270 9999 NCD 17/06 Q1024 NOSIG=,9999.0
3687,20190227,760,CLE,72524014820,2019-02-27 13:51:00+00:00,72524014820,2019-02-27 13:51:00+00:00,FM-15,MET10702/27/19 08:51:02 METAR KCLE 271351Z 12006KT 10SM SCT050 OVC075 M03/M10 A3018 RMK AO2 SLP232 T10331100 (LM),16093.0
3580,20190227,2392,SAT,72253012921,2019-02-27 13:51:00+00:00,72253012921,2019-02-27 13:51:00+00:00,FM-15,MET14102/27/19 07:51:02 METAR KSAT 271351Z 00000KT 1/16SM R13R/1800V2400FT -RA FG VV002 17/16 A3008 RMK AO2 SFC VIS 1/2 SLP174 P0000 T01670161 (CM),0.0
3545,20190227,367,DCA,72405013743,2019-02-27 13:52:00+00:00,72405013743,2019-02-27 13:52:00+00:00,FM-15,MET10602/27/19 08:52:02 METAR KDCA 271352Z 07008KT 10SM FEW110 SCT250 02/M06 A3040 RMK AO2 SLP294 T00171061 (RS),16093.0
3649,20190227,762,IAD,72403093738,2019-02-27 13:52:00+00:00,72403093738,2019-02-27 13:52:00+00:00,FM-15,MET09602/27/19 08:52:02 METAR KIAD 271352Z 07007KT 10SM CLR 01/M07 A3038 RMK AO2 SLP289 T00061067 (TH),16093.0
3626,20190227,1414,MFE,72250612959,2019-02-27 13:53:00+00:00,72250612959,2019-02-27 13:53:00+00:00,FM-15,MET09702/27/19 07:53:02 METAR KMFE 271353Z 14005KT 9SM BKN014 23/21 A3005 RMK AO2 SLP173 T02330211 (MG),14484.0
3693,20190227,1077,MSY,72231012916,2019-02-27 13:53:00+00:00,72231012916,2019-02-27 13:53:00+00:00,FM-15,MET13002/27/19 07:53:02 METAR KMSY 271353Z 00000KT 10SM FEW030 FEW070 SCT150 18/16 A3015 RMK AO2 SLP212 CB DSNT SW AND W T01780161 (REL),16093.0
3708,20190227,2053,MAF,72265023023,2019-02-27 13:53:00+00:00,72265023023,2019-02-27 13:53:00+00:00,FM-15,MET09502/27/19 07:53:02 METAR KMAF 271353Z 22009KT 10SM CLR 12/08 A3007 RMK AO2 SLP156 T01220083 (GG),16093.0
3579,20190227,1246,SMF,72483993225,2019-02-27 13:53:00+00:00,72483993225,2019-02-27 13:53:00+00:00,FM-15,MET12902/27/19 05:53:02 METAR KSMF 271353Z 16014G28KT 10SM -RA OVC035 11/08 A2990 RMK AO2 PK WND 14030/1327 SLP125 P0004 T01060078 (SS),16093.0
3657,20190227,1919,AUS,72254013904,2019-02-27 13:53:00+00:00,72254013904,2019-02-27 13:53:00+00:00,FM-15,MET13002/27/19 07:53:02 METAR KAUS 271353Z 00000KT 1/4SM R17L/1800V2600FT FG VV002 16/16 A3008 RMK AO2 SFC VIS 1/2 SLP181 T01610156 (JP),402.0
3674,20190227,1038,IAH,72243012960,2019-02-27 13:53:00+00:00,72243012960,2019-02-27 13:53:00+00:00,FM-15,MET12102/27/19 07:53:02 METAR KIAH 271353Z 13006KT 1/16SM -RA FG VV002 17/17 A3009 RMK AO2 RAE02B44 SLP188 P0001 T01670167 (WS),0.0
3666,20190227,2082,PDX,72698024229,2019-02-27 13:53:00+00:00,72698024229,2019-02-27 13:53:00+00:00,FM-15,MET13502/27/19 05:53:02 METAR KPDX 271353Z 10020KT 4SM -SN BKN027 OVC044 M01/M06 A2977 RMK AO2 PK WND 10032/1255 SLP081 P0000 T10111056 (FAR),6437.0
3603,20190227,1031,PTY,78792099999,2019-02-27 14:00:00+00:00,78792099999,2019-02-27 14:00:00+00:00,FM-15,MET054METAR MPTO 271400Z VRB02KT 9000 NSC 28/21 Q1012 NOSIG=,9000.0
3598,20190227,1646,YVR,71892099999,2019-02-27 14:00:00+00:00,71892099999,2019-02-27 14:00:00+00:00,FM-15,MET086METAR CYVR 271400Z 33004KT 310V050 20SM BKN096 OVC110 M00/M09 A2989 RMK AC7AC1 SLP124=,32187.0
3645,20190227,377,GDL,76613399999,2019-02-27 14:44:00+00:00,76613399999,2019-02-27 14:44:00+00:00,FM-15,MET068METAR MMGL 271444Z 00000KT 8SM SKC 16/07 A3026 RMK SLP138 52011 960=,12875.0
3592,20190227,1427,MID,76644099999,2019-02-27 14:47:00+00:00,76644099999,2019-02-27 14:47:00+00:00,FM-15,MET081METAR MMMD 271447Z 10010KT 7SM FEW015 27/20 A3010 RMK SLP197 52010 900 8/100 HZY=,11265.0
3683,20190227,799,PHX,72278023183,2019-02-27 14:51:00+00:00,72278023183,2019-02-27 14:51:00+00:00,FM-15,MET11302/27/19 07:51:02 METAR KPHX 271451Z 12007KT 10SM SCT140 SCT220 BKN250 13/04 A3004 RMK AO2 SLP165 T01330044 55001,16093.0
3589,20190227,1457,ABQ,72365023050,2019-02-27 14:52:00+00:00,72365023050,2019-02-27 14:52:00+00:00,FM-15,MET10202/27/19 07:52:02 METAR KABQ 271452Z 00000KT 10SM CLR 03/M04 A3020 RMK AO2 SLP208 T00281044 53008 TSNO,16093.0
3571,20190227,333,FLL,74783012849,2019-02-27 14:53:00+00:00,74783012849,2019-02-27 14:53:00+00:00,FM-15,MET10502/27/19 09:53:02 METAR KFLL 271453Z 17010KT 10SM FEW025 26/19 A3012 RMK AO2 SLP197 T02610189 53004 (SMF),16093.0
3562,20190227,1870,TPA,72211012842,2019-02-27 14:53:00+00:00,72211012842,2019-02-27 14:53:00+00:00,FM-15,MET11202/27/19 09:53:02 METAR KTPA 271453Z 07004KT 10SM FEW025 FEW280 22/18 A3016 RMK AO2 SLP212 T02220178 50005 (GRZ),16093.0
3616,20190227,370,DEN,72565003017,2019-02-27 14:53:00+00:00,72565003017,2019-02-27 14:53:00+00:00,FM-15,MET15902/27/19 07:53:02 METAR KDEN 271453Z 14010KT 3/4SM R35L/3000VP6000FT BR OVC002 M11/M12 A3014 RMK AO2 SNE37 SLP237 P0000 60000 I1000 I3001 T11061117 53010 (MAD),1207.0
3602,20190227,2399,MCO,72205012815,2019-02-27 14:53:00+00:00,72205012815,2019-02-27 14:53:00+00:00,FM-15,MET11102/27/19 09:53:02 METAR KMCO 271453Z 14005KT 10SM SCT055 SCT250 23/17 A3016 RMK AO2 SLP212 T02330172 50004 (RK),16093.0
3635,20190227,1815,LAX,72295023174,2019-02-27 14:53:00+00:00,72295023174,2019-02-27 14:53:00+00:00,FM-15,MET11902/27/19 06:53:02 METAR KLAX 271453Z 08003KT 10SM FEW014 BKN028 BKN160 12/09 A3014 RMK AO2 SLP205 T01170094 51012 (DMQ),16093.0
3691,20190227,716,TUS,72274023160,2019-02-27 14:53:00+00:00,72274023160,2019-02-27 14:53:00+00:00,FM-15,MET10102/27/19 07:53:02 METAR KTUS 271453Z 14005KT 10SM CLR 11/04 A3013 RMK AO2 SLP180 T01110039 51005 (MF),16093.0
3551,20190227,2354,DEN,72565003017,2019-02-27 14:53:00+00:00,72565003017,2019-02-27 14:53:00+00:00,FM-15,MET15902/27/19 07:53:02 METAR KDEN 271453Z 14010KT 3/4SM R35L/3000VP6000FT BR OVC002 M11/M12 A3014 RMK AO2 SNE37 SLP237 P0000 60000 I1000 I3001 T11061117 53010 (MAD),1207.0
3547,20190227,2413,SLC,72572024127,2019-02-27 14:54:00+00:00,72572024127,2019-02-27 14:54:00+00:00,FM-15,MET14202/27/19 07:54:02 METAR KSLC 271454Z 18009KT 10SM FEW100 BKN140 BKN220 09/M06 A2993 RMK AO2 SLP116 VIRGA ACSL DSNT ALQDS T00891061 56004 (WLL),16093.0
3652,20190227,2276,LAS,72386023169,2019-02-27 14:56:00+00:00,72386023169,2019-02-27 14:56:00+00:00,FM-15,MET11102/27/19 06:56:02 METAR KLAS 271456Z 22003KT 10SM FEW120 SCT250 09/00 A3001 RMK AO2 SLP156 T00890000 53007 (RM),16093.0
3553,20190227,2084,YEG,71123099999,2019-02-27 15:00:00+00:00,71123099999,2019-02-27 15:00:00+00:00,FM-15,MET086METAR CYEG 271500Z 27011KT 20SM FEW060 BKN096 M11/M17 A3011 RMK SC2AC4 VIRGA S SLP259=,32187.0
3697,20190227,1732,SAT,72253012921,2019-02-27 15:51:00+00:00,72253012921,2019-02-27 15:51:00+00:00,FM-15,MET11202/27/19 09:51:02 METAR KSAT 271551Z 23003KT 4SM BR OVC005 18/17 A3008 RMK AO2 SLP174 VIS NE-SE 1 T01780172 (CM),6437.0
3590,20190227,663,EWR,72502014734,2019-02-27 15:51:00+00:00,72502014734,2019-02-27 15:51:00+00:00,FM-15,MET10702/27/19 10:51:02 METAR KEWR 271551Z 09004KT 10SM SCT065 BKN110 M02/M14 A3040 RMK AO2 SLP293 T10221139 (DH),16093.0
3667,20190227,1532,AUS,72254013904,2019-02-27 15:53:00+00:00,72254013904,2019-02-27 15:53:00+00:00,FM-15,MET12902/27/19 09:53:02 METAR KAUS 271553Z 00000KT 1/2SM R17L/3500V6000FT BR OVC002 17/16 A3008 RMK AO2 SFC VIS 2 SLP184 T01670161 (JP),805.0
3561,20190227,2338,SEA,72793024233,2019-02-27 15:53:00+00:00,72793024233,2019-02-27 15:53:00+00:00,FM-15,MET09902/27/19 07:53:02 METAR KSEA 271553Z 02007KT 10SM OVC070 03/M11 A2981 RMK AO2 SLP105 T00281106 (JC),16093.0
3596,20190227,993,MSY,72231012916,2019-02-27 15:53:00+00:00,72231012916,2019-02-27 15:53:00+00:00,FM-15,MET12702/27/19 09:53:02 METAR KMSY 271553Z 17007KT 10SM FEW030 SCT085 SCT150 21/16 A3016 RMK AO2 SLP215 CB DSNT SW-NW T02110161 (REL),16093.0
3613,20190227,540,SFO,72494023234,2019-02-27 15:56:00+00:00,72494023234,2019-02-27 15:56:00+00:00,FM-15,MET11602/27/19 07:56:02 METAR KSFO 271556Z 17013KT 9SM -RA SCT020 BKN025 OVC037 13/11 A2993 RMK AO2 SLP135 P0004 T01280106,14484.0
3583,20190227,676,SNA,72297793184,2019-02-27 16:01:00+00:00,72297793184,2019-02-27 16:01:00+00:00,FM-16,MET09902/27/19 08:01:02 SPECI KSNA 271601Z 08004KT 10SM SCT027 BKN250 14/08 A3017 RMK AO2 T01390083 (JDT),16093.0
3609,20190227,1025,MEX,76679399999,2019-02-27 16:44:00+00:00,76679399999,2019-02-27 16:44:00+00:00,FM-15,MET061METAR MMMX 271644Z 05005KT 7SM SKC 20/02 A3040 NOSIG RMK HZY=,11265.0
3605,20190227,1680,PHX,72278023183,2019-02-27 16:51:00+00:00,72278023183,2019-02-27 16:51:00+00:00,FM-15,MET10702/27/19 09:51:02 METAR KPHX 271651Z 09005KT 10SM BKN140 BKN200 BKN250 15/06 A3010 RMK AO2 SLP185 T01500056,16093.0
3563,20190227,2116,ORD,72530094846,2019-02-27 16:51:00+00:00,72530094846,2019-02-27 16:51:00+00:00,FM-15,MET09902/27/19 10:51:02 METAR KORD 271651Z 30012KT 7SM OVC014 M03/M06 A3011 RMK AO2 SLP206 T10281061 (JD),11265.0
3670,20190227,2147,MIA,72202012839,2019-02-27 16:53:00+00:00,72202012839,2019-02-27 16:53:00+00:00,FM-15,MET10602/27/19 11:53:02 METAR KMIA 271653Z 19007KT 10SM BKN035 BKN060 28/21 A3012 RMK AO2 SLP198 T02830206 (RLW),16093.0
3565,20190227,1103,DEN,72565003017,2019-02-27 16:53:00+00:00,72565003017,2019-02-27 16:53:00+00:00,FM-15,MET10302/27/19 09:53:02 METAR KDEN 271653Z 17005KT 3SM BR OVC007 M07/M08 A3010 RMK AO2 SLP217 T10721083 (MAD),4828.0
3578,20190227,2359,LAX,72295023174,2019-02-27 16:53:00+00:00,72295023174,2019-02-27 16:53:00+00:00,FM-15,MET11502/27/19 08:53:02 METAR KLAX 271653Z VRB03KT 5SM HZ FEW014 BKN075 BKN090 14/11 A3018 RMK AO2 SLP219 T01440106 (DMQ),8047.0
3637,20190227,1797,TPA,72211012842,2019-02-27 16:53:00+00:00,72211012842,2019-02-27 16:53:00+00:00,FM-15,MET10602/27/19 11:53:02 METAR KTPA 271653Z 16009KT 10SM FEW025 FEW280 26/18 A3013 RMK AO2 SLP204 T02560183 (GRZ),16093.0
3638,20190227,514,FLL,74783012849,2019-02-27 16:53:00+00:00,74783012849,2019-02-27 16:53:00+00:00,FM-15,MET10602/27/19 11:53:02 METAR KFLL 271653Z VRB06KT 10SM SCT028 SCT090 28/19 A3010 RMK AO2 SLP192 T02830189 (SMF),16093.0
3549,20190227,1788,MCO,72205012815,2019-02-27 16:53:00+00:00,72205012815,2019-02-27 16:53:00+00:00,FM-15,MET11202/27/19 11:53:02 METAR KMCO 271653Z 09006KT 10SM FEW028 SCT060 BKN250 26/17 A3013 RMK AO2 SLP201 T02560172 (RK),16093.0
3599,20190227,488,SLC,72572024127,2019-02-27 16:54:00+00:00,72572024127,2019-02-27 16:54:00+00:00,FM-15,MET14302/27/19 09:54:02 METAR KSLC 271654Z 16012G20KT 10SM BKN085 BKN110 OVC150 10/M06 A2996 RMK AO2 SLP126 VIRGA ACSL DSNT SE AND SW T01001056 (WLL),16093.0
3629,20190227,2094,SAN,72290023188,2019-02-27 16:55:00+00:00,72290023188,2019-02-27 16:55:00+00:00,FM-16,MET09002/27/19 08:55:02 SPECI KSAN 271655Z VRB03KT 9SM BKN022 15/09 A3020 RMK AO2 T01500089 (MP),14484.0
3650,20190227,2245,RSW,72210812894,2019-02-27 17:14:00+00:00,72210812894,2019-02-27 17:14:00+00:00,FM-16,MET10502/27/19 12:14:02 SPECI KRSW 271714Z 24009KT 10SM SCT028 BKN035 OVC050 26/19 A3012 RMK AO2 T02610194 (AH),16093.0
3623,20190227,1059,CUN,76595099999,2019-02-27 17:48:00+00:00,76595099999,2019-02-27 17:48:00+00:00,FM-15,MET077METAR MMUN 271748Z 12010KT 7SM SCT015 28/21 A3009 RMK SLP190 57006 971 8/100=,11265.0
3702,20190227,306,DEN,72565003017,2019-02-27 17:53:00+00:00,72565003017,2019-02-27 17:53:00+00:00,FM-15,MET14802/27/19 10:53:02 METAR KDEN 271753Z VRB04KT 3SM BR OVC008 M06/M06 A3009 RMK AO2 SNB20E51 SLP218 P0001 60001 I6001 T10561061 11056 21111 56006 (MAD),4828.0
3582,20190227,2171,ORD,72530094846,2019-02-27 18:02:00+00:00,72530094846,2019-02-27 18:02:00+00:00,FM-16,MET09502/27/19 12:02:02 SPECI KORD 271802Z 32015G21KT 9SM OVC015 M03/M07 A3013 RMK AO2 T10331067 (JD),14484.0
3706,20190227,1089,MEX,76679399999,2019-02-27 18:44:00+00:00,76679399999,2019-02-27 18:44:00+00:00,FM-15,MET070METAR MMMX 271844Z 02009KT 9SM SKC 24/M03 A3034 NOSIG RMK HZY ISOL CU=,14484.0
3620,20190227,1015,CUN,76595099999,2019-02-27 18:48:00+00:00,76595099999,2019-02-27 18:48:00+00:00,FM-15,MET067METAR MMUN 271848Z 11011KT 7SM SCT015 28/22 A3007 RMK 8/100 MDT CU=,11265.0
3660,20190227,567,SAT,72253012921,2019-02-27 18:51:00+00:00,72253012921,2019-02-27 18:51:00+00:00,FM-15,MET10602/27/19 12:51:02 METAR KSAT 271851Z 27007KT 10SM BKN024 BKN250 23/16 A3004 RMK AO2 SLP157 T02280161 (MBZ),16093.0
3556,20190227,1176,MSY,72231012916,2019-02-27 18:53:00+00:00,72231012916,2019-02-27 18:53:00+00:00,FM-15,MET13702/27/19 12:53:02 METAR KMSY 271853Z 14009KT 10SM FEW030 FEW090 BKN250 23/14 A3008 RMK AO2 PRESFR SLP190 CB DSNT S AND SW T02330144 (REL),16093.0
3711,20190227,2101,AUS,72254013904,2019-02-27 18:53:00+00:00,72254013904,2019-02-27 18:53:00+00:00,FM-15,MET09802/27/19 12:53:02 METAR KAUS 271853Z 00000KT 10SM OVC010 21/17 A3004 RMK AO2 SLP168 T02060172 (JP),16093.0
3698,20190227,1516,LIR,78774099999,2019-02-27 20:00:00+00:00,78774099999,2019-02-27 20:00:00+00:00,FM-15,MET054METAR MRLB 272000Z 07016G26KT CAVOK 35/19 A2980 NOSIG=,9900.0
3689,20190227,1033,PTY,78792099999,2019-02-27 20:00:00+00:00,78792099999,2019-02-27 20:00:00+00:00,FM-15,MET065METAR MPTO 272000Z 17006KT 130V220 9000 SCT020 32/21 Q1009 NOSIG=,9000.0
3633,20190227,1607,YYC,71877099999,2019-02-27 20:00:00+00:00,71877099999,2019-02-27 20:00:00+00:00,FM-15,MET086METAR CYYC 272000Z 27005KT 210V290 40SM FEW240 SCT260 M04/M17 A3007 RMK CI2CI2 SLP266=,64374.0
3544,20190227,1099,SJO,78762099999,2019-02-27 20:00:00+00:00,78762099999,2019-02-27 20:00:00+00:00,FM-15,MET057METAR MROC 272000Z 11017KT 9999 FEW040 27/15 A2997 NOSIG=,9999.0
3554,20190227,1888,PDX,72698024229,2019-02-27 20:27:00+00:00,72698024229,2019-02-27 20:27:00+00:00,FM-16,MET11902/27/19 12:27:02 SPECI KPDX 272027Z 13012KT 3SM -SN BKN036 OVC044 01/M03 A2996 RMK AO2 SFC VIS 7 P0000 T00111033 (JDM),4828.0
3705,20190227,833,LGA,72503014732,2019-02-27 20:51:00+00:00,72503014732,2019-02-27 20:51:00+00:00,FM-15,MET12302/27/19 15:51:02 METAR KLGA 272051Z 17010G16KT 10SM FEW037 SCT110 BKN150 M02/M11 A3020 RMK AO2 SLP224 T10221111 58047 (WL),16093.0
3568,20190227,1570,BZE,78583099999,2019-02-27 21:00:00+00:00,78583099999,2019-02-27 21:00:00+00:00,FM-15,MET063METAR MZBZ 272100Z 10007KT 9999 SCT027 29/22 A2998 Q1015 NOSIG=,9999.0
3618,20190227,1453,SJD,76405699999,2019-02-27 21:42:00+00:00,76405699999,2019-02-27 21:42:00+00:00,FM-15,MET061METAR MMSD 272142Z 13009KT 12SM BKN250 25/04 A2999 RMK 8/008=,19312.0
3560,20190227,1703,PVR,76601399999,2019-02-27 21:49:00+00:00,76601399999,2019-02-27 21:49:00+00:00,FM-15,MET063METAR MMPR 272149Z 21012KT 15SM SKC 26/20 A2991 RMK DSNT CS NW=,24140.0
3581,20190227,687,EWR,72502014734,2019-02-27 21:51:00+00:00,72502014734,2019-02-27 21:51:00+00:00,FM-15,MET11502/27/19 16:51:02 METAR KEWR 272151Z 15011KT 10SM FEW035 BKN048 BKN120 M02/M09 A3019 RMK AO2 SLP221 T10171089 (DHA),16093.0
3671,20190227,2099,SAN,72290023188,2019-02-27 21:51:00+00:00,72290023188,2019-02-27 21:51:00+00:00,FM-15,MET09802/27/19 13:51:02 METAR KSAN 272151Z 29009KT 10SM FEW022 17/08 A3015 RMK AO2 SLP209 T01720078 (MP),16093.0
3716,20190227,1120,PIT,72520094823,2019-02-27 21:51:00+00:00,72520094823,2019-02-27 21:51:00+00:00,FM-15,MET10702/27/19 16:51:02 METAR KPIT 272151Z 26007KT 10SM BKN055 OVC085 11/M03 A2989 RMK AO2 SLP138 T01111033 (WAO),16093.0
3654,20190227,1247,DCA,72405013743,2019-02-27 21:52:00+00:00,72405013743,2019-02-27 21:52:00+00:00,FM-15,MET09902/27/19 16:52:02 METAR KDCA 272152Z 15006KT 10SM OVC027 04/M02 A3013 RMK AO2 SLP201 T00441022 (JV),16093.0
3679,20190227,1241,LAX,72295023174,2019-02-27 21:53:00+00:00,72295023174,2019-02-27 21:53:00+00:00,FM-15,MET11202/27/19 13:53:02 METAR KLAX 272153Z 26010KT 8SM SCT055 SCT075 BKN120 17/09 A3014 RMK AO2 SLP205 T01670094 (DMQ),12875.0
3611,20190227,2137,PBI,72203012844,2019-02-27 21:53:00+00:00,72203012844,2019-02-27 21:53:00+00:00,FM-15,MET14002/27/19 16:53:02 METAR KPBI 272153Z 31007KT 10SM SCT032 BKN045 BKN060 26/18 A3003 RMK AO2 LTG DSNT SW SLP170 CB DSNT NE S SW T02610183 (JF),16093.0
3617,20190227,2087,SMF,72483993225,2019-02-27 21:53:00+00:00,72483993225,2019-02-27 21:53:00+00:00,FM-15,MET12302/27/19 13:53:02 METAR KSMF 272153Z 17019G24KT 10SM FEW060 OVC085 17/11 A2998 RMK AO2 RAB00E32 SLP151 P0001 T01670106 (KC),16093.0
3709,20190227,1851,SJC,72494523293,2019-02-27 21:53:00+00:00,72494523293,2019-02-27 21:53:00+00:00,FM-15,MET11502/27/19 13:53:02 METAR KSJC 272153Z 20015G23KT 10SM FEW001 BKN030 OVC200 17/12 A3002 RMK AO2 SLP164 T01670117 (JK),16093.0
3574,20190227,2195,BOS,72509014739,2019-02-27 21:54:00+00:00,72509014739,2019-02-27 21:54:00+00:00,FM-15,MET10102/27/19 16:54:02 METAR KBOS 272154Z 30007KT 10SM OVC065 M03/M23 A3024 RMK AO2 SLP239 T10331228 (HGC),16093.0
3588,20190227,1615,SFO,72494023234,2019-02-27 21:56:00+00:00,72494023234,2019-02-27 21:56:00+00:00,FM-15,MET14302/27/19 13:56:02 METAR KSFO 272156Z 21014G21KT 1 1/2SM R28R/5000VP6000FT RA BR FEW016 BKN023 OVC035 13/11 A3001 RMK AO2 SLP163 P0002 T01330111,2414.0
3632,20190227,668,SJU,78526011641,2019-02-27 21:56:00+00:00,78526011641,2019-02-27 21:56:00+00:00,FM-15,MET12802/27/19 17:56:02 METAR TJSJ 272156Z 09006KT 8SM -RA FEW030 SCT065 BKN095 24/22 A3008 RMK AO2 RAB49 SLP185 P0001 T02440217 (JOE),12875.0
3555,20190227,1954,LAS,72386023169,2019-02-27 21:56:00+00:00,72386023169,2019-02-27 21:56:00+00:00,FM-15,MET11702/27/19 13:56:02 METAR KLAS 272156Z 19008KT 10SM FEW150 SCT250 22/M03 A2996 RMK AO2 SLP135 ACSL ALQDS T02171033 (GW),16093.0
3686,20190227,2357,YYZ,71624099999,2019-02-27 22:11:00+00:00,71624099999,2019-02-27 22:11:00+00:00,FM-16,MET078SPECI CYYZ 272211Z 04012KT 1 1/2SM -SN OVC014 M11/M14 A3004 RMK SN6SC2 SLP187=,2414.0
3644,20190227,264,SFO,72494023234,2019-02-27 22:16:00+00:00,72494023234,2019-02-27 22:16:00+00:00,FM-16,MET13402/27/19 14:16:02 SPECI KSFO 272216Z 22015G19KT 2 1/2SM R28R/5000VP6000FT -RA SCT018 BKN023 OVC029 13/11 A3002 RMK AO2 P0003 T01330106,4023.0
3675,20190227,1883,MCO,72205012815,2019-02-27 22:22:00+00:00,72205012815,2019-02-27 22:22:00+00:00,FM-16,MET19502/27/19 17:22:02 SPECI KMCO 272222Z 29012G20KT 10SM -TSRA FEW015 SCT040CB BKN065 21/19 A3006 RMK AO2 WSHFT 2202 LTG DSNT N AND S TSB02E17B22 OCNL LTGIC NE-SE TS NE-SE MOV NE P0003 T02110194 (MH),16093.0
3636,20190227,1989,ORD,72530094846,2019-02-27 22:51:00+00:00,72530094846,2019-02-27 22:51:00+00:00,FM-15,MET11502/27/19 16:51:02 METAR KORD 272251Z 29012KT 10SM SCT023 BKN025 BKN250 M04/M09 A3015 RMK AO2 SLP220 T10391094 (KLC),16093.0
3612,20190227,70,EWR,72502014734,2019-02-27 22:51:00+00:00,72502014734,2019-02-27 22:51:00+00:00,FM-15,MET11502/27/19 17:51:02 METAR KEWR 272251Z 13010KT 10SM FEW032 BKN042 OVC140 M02/M09 A3016 RMK AO2 SLP212 T10221089 (DHA),16093.0
3655,20190227,235,PHX,72278023183,2019-02-27 22:51:00+00:00,72278023183,2019-02-27 22:51:00+00:00,FM-15,MET11902/27/19 15:51:02 METAR KPHX 272251Z VRB03KT 10SM FEW002 FEW140 SCT250 24/01 A3001 RMK AO2 SLP151 FEW002 FU E T02440006,16093.0
3572,20190227,1270,LGA,72503014732,2019-02-27 22:51:00+00:00,72503014732,2019-02-27 22:51:00+00:00,FM-15,MET10702/27/19 17:51:02 METAR KLGA 272251Z 12011KT 10SM BKN043 OVC130 M03/M12 A3017 RMK AO2 SLP216 T10281122 (WL),16093.0
